0.30852813	-0.01321703	0.2888335	-0.29189146	-0.22714771	-0.29817984	0.30863956	-0.48418406	-0.22840895	0.1795382	0.47370142	-0.31939676	0.119429156	-0.25699717	-0.2256824	0.3408279	-0.21718416	-0.2860861	-0.088449165	-0.054917507	0.2192321	-0.27353323	0.17089736	-0.26443765	0.18959229	-0.20123959	-0.026177801	-0.096122146	0.18511236	0.47517374	-0.43136397	0.27703515	-0.0991214	-0.04173144	0.5000025	-0.18776616	0.0993386	-0.4101152	0.018558752	0.33255768	-0.2403564	0.56908226	0.40773138	-0.24169202	-0.16149405	-0.25232896	0.04581668	0.3501736	0.22710998	-0.3709551
0.0681973	-0.42907846	-0.17242329	0.28169432	0.4354278	-0.0061948313	0.29992428	-0.41740555	-0.25822976	-0.0450659	0.081000626	-0.1926757	-0.06380892	-0.5549723	0.0777798	0.37358043	0.2071485	0.33114105	-0.16223122	-0.08872733	-0.3351266	-0.15730096	-0.06687902	0.0094923135	0.42477152	-0.2544359	-0.20784852	0.049457192	0.16916212	-0.115849786	-0.41318431	0.058231596	0.101113684	0.2790536	0.30266058	-0.08022639	0.26594648	-0.16175155	0.008892804	-0.0491773	-0.0032485644	0.38992202	-0.17798662	-0.20437343	0.4471973	-0.3265046	-0.022197723	0.08347984	0.22071616	-0.37604207
-0.27348167	-0.35933697	-0.28635952	-0.0026523343	0.32063046	-0.22194724	0.094864696	0.18687297	-0.07995816	0.33436847	0.27527216	0.1421573	0.13317744	-0.1759059	-0.14938055	-0.3261663	0.23626463	0.13614188	-0.48459527	-0.35100114	-0.3093341	0.36868796	0.30654487	-0.24409969	0.4226705	-0.46460435	-0.27017984	-0.23231016	-0.060180753	-0.15238951	-0.30800292	-0.15224585	0.21737687	-0.313974	-0.16851884	0.2591177	0.43417054	-0.042542364	0.34968525	0.27900898	-0.109814346	0.3089346	0.14057775	0.40609092	-0.22651859	-0.23125601	0.20654672	-0.19582304	0.20539504	-0.17319417
0.46728218	0.1882442	0.120498545	-0.2353984	-0.29771873	-0.28960574	0.37575474	-0.37675425	-0.33720514	-0.0922605	0.42984113	-0.48129028	0.07557558	-0.049783755	0.24434593	-0.0648402	0.019537507	-0.4150805	-0.056925356	-0.16350333	0.1482536	-0.25612292	-0.037944943	-0.13877784	0.16566832	-0.3188412	0.07082715	0.0057141655	-0.08625541	0.08274873	-0.4309202	0.45654106	0.18961592	0.008443419	0.46727973	-0.026080469	0.19971226	-0.31414172	0.1262079	0.11128538	-0.014363988	0.41611403	0.28744435	-0.47196952	-0.06403155	-0.22692306	0.3195328	0.5013173	0.14424166	-0.0031459685
0.24626574	0.034583762	0.39857462	-0.17903759	0.18139343	-0.029418642	-0.3720536	-0.38370803	-0.07152022	0.006908183	0.12033838	0.016181407	-0.15365314	0.31622162	0.10155974	0.26602787	-0.29914558	0.10174727	0.19471978	0.13853584	-0.32245192	0.21222597	0.23694704	-0.26398468	-0.19971214	0.060478676	0.23356704	-0.42660877	-0.173702	0.2515519	0.32736552	-0.24385002	-0.18545623	0.28275496	0.08287316	0.2172797	0.2579972	-0.4148308	-0.51338845	0.1757264	0.19908653	0.11409225	-0.030002918	0.16220467	0.38799384	-0.28137818	-0.18560463	0.62806565	0.24518807	0.079690546
-0.5410456	-0.19411765	-0.041906215	0.20138896	-0.4763111	0.4230711	0.2341328	0.11727595	0.010466022	-0.3163204	0.027807059	-0.22200324	-0.32971618	-0.32479933	-0.29222342	-0.25740847	0.40178826	-0.0280208	-0.4397652	0.19442692	-0.096845746	-0.4107765	-0.47608685	-0.3568502	-0.28060842	-0.06055317	-0.08570192	-0.25900725	-0.10613231	0.03947685	0.35572475	0.36807153	-0.33002454	0.17156993	-0.38905656	-0.021173278	0.045329068	-0.28788486	-0.3319193	0.28822687	-0.17711088	0.17054276	-0.20724083	0.16463433	0.17473115	-0.29827395	0.058791373	-0.09437068	0.2909103	-0.14607951
0.1677824	0.070972286	-0.25457576	-0.21033823	-0.30084848	0.58588535	-0.38276953	-0.33618242	0.05672044	0.33801827	0.076761924	0.026968606	-0.22229166	-0.2388075	0.61690646	0.43585712	0.30163485	0.19133283	-0.123507984	0.10018666	-0.106182635	-0.076259896	0.0921922	-0.10808558	0.01935518	0.08989284	0.5215908	0.02903034	-0.12440523	0.0008080971	0.08915476	-0.34885588	0.1956798	0.440683	0.25874138	0.21982317	-0.030459568	-0.29681328	0.40509087	0.28529823	-0.37901282	0.15900366	0.043584343	0.003290757	0.00024921313	-0.29753396	0.06364277	0.32968614	-0.2887845	0.077695824
0.05435017	-0.1804301	-0.07480104	-0.1438062	0.22977808	-0.40426603	-0.30436254	-0.48367977	0.3769304	0.10554197	0.24602985	-0.06777288	-0.21889506	-0.17484774	-0.22105229	0.4099695	-0.4304873	-0.06343113	-0.08408778	-0.34694263	-0.18683338	-0.3318481	-0.025490662	-0.18561262	0.09113274	-0.19845742	0.30125314	-0.3257819	0.03189289	-0.28899044	0.22621466	0.24651267	-0.2906079	-0.15656051	-0.15929043	-0.28356075	-0.13684803	-0.053146638	-0.17348224	0.23751822	-0.17222358	-0.086003244	0.22912471	0.06273038	-0.3345951	-0.40724742	-0.12358914	0.40547115	0.06553226	0.3035685
-0.22011332	0.29765868	-0.41748372	-0.0032397455	-0.14043204	0.07345111	0.13559993	-0.4202661	0.11294003	0.21356846	0.079366095	0.02659587	-0.3393213	-0.33731362	-0.0881358	0.27049634	0.3897145	-0.1698268	0.18527336	-0.28998974	0.0022686159	0.25168318	-0.080713436	0.14082845	0.2335131	-0.11443851	-0.51631856	0.0016044029	-0.30692163	-0.46635938	0.060411304	0.081941366	-0.232746	-0.015306061	0.28871626	0.06027296	-0.00060851005	0.03921467	-0.28866538	0.16226657	0.16997492	-0.5201971	0.03441448	-0.10178598	0.27380556	-0.21014687	-0.21740079	0.45596507	-0.39942095	0.25204006
0.44019148	0.19360565	-0.34795058	-0.17127852	-0.18737018	-0.09834022	0.18474427	-0.37532243	0.11251653	0.09030885	0.049429975	-0.42359704	0.013595822	-0.2767379	0.40158287	0.0751208	-0.09445678	-0.32882732	0.22902866	-0.26614717	-0.02157433	0.10352305	0.13568814	-0.018912474	0.0725425	-0.18797824	-0.03817497	-0.16727477	0.11461361	-0.09937572	0.038025893	0.46676844	0.57516515	-0.22990389	0.10164411	0.46277484	0.1814716	0.186343	-0.22483647	-0.3698555	0.33426526	-0.106027775	0.077254936	-0.033863705	-0.075941935	-0.15434957	-0.14206582	0.31060755	0.35724816	-0.09939377
0.36740518	0.08256063	-0.058562998	-0.24285126	-0.16309375	-0.15737215	0.39833272	-0.42712286	-0.10488253	0.017964697	0.09307372	-0.4235064	-0.12076907	-0.45437777	-0.27538607	0.31459567	-0.44759893	-0.09898072	0.24669382	-0.39032757	-0.07800099	-0.22061345	-0.04242542	0.07479747	0.0786537	-0.3183805	-0.19562434	0.12064732	-0.114012204	0.26780677	-0.23844033	-0.06940597	-0.086591266	0.036019713	0.22065184	-0.027045174	-0.07864123	-0.3442663	-0.08976544	0.19671325	-0.0572983	0.20917414	0.23929937	0.31364736	-0.49686122	-0.28822085	0.37729603	0.34270352	0.23092714	-0.27455884
-0.38385212	0.33552432	0.48963168	-0.4896884	-0.023295525	0.048013322	0.2891455	-0.07769512	-0.009360857	0.037066605	0.12120269	0.0026875297	-0.38898587	-0.19869724	-0.22473224	-0.20081653	-0.02754638	0.122543015	-0.38556212	-0.3175711	0.23899364	0.008304325	0.36481097	-0.29772002	0.04030327	-0.22581308	-0.23491266	0.04224738	0.27586582	0.03495462	-0.36571273	-0.3036827	-0.039860208	-0.2774843	-0.16275072	-0.23511821	0.08804012	-0.4042922	0.27755064	0.13845669	-0.45841303	0.047320943	0.17860188	0.07373035	-0.1417136	-0.27631116	0.27148786	-0.017193418	-0.18630408	0.18381287
-0.22054395	-0.26917726	0.05455222	-0.5473584	0.29518944	0.3371973	-0.24693118	0.12858462	0.25643337	0.010275081	0.08903217	-0.47077698	-0.19078626	-0.3924651	-0.43206677	-0.38776833	-0.12613451	0.35952187	-0.2669056	-0.39111802	0.47013554	0.2214258	0.2894839	-0.196916	0.27152094	-0.24761438	0.081557795	0.23338272	-0.08379111	0.46796772	0.4264288	-0.23479588	0.103110135	-0.03623147	-0.12467606	0.23446254	-0.2508654	0.07276721	0.2118041	0.34496802	-0.28358608	0.42325127	0.17467703	-0.017504228	-0.28000373	-0.033601996	0.21253374	0.052876335	0.13271068	-0.29503736
-0.26359668	0.10475745	-0.11593502	-0.43791854	0.11165568	-0.002120762	-0.13477175	0.17449129	0.3369566	-0.042978298	0.44766134	-0.4433017	-0.014556442	-0.32064986	0.16383737	0.4450882	0.13344358	0.11688708	-0.16826746	-0.13988788	0.070567414	-0.6109759	-0.22712816	0.10201843	0.3372753	-0.4093454	0.017383378	0.11140663	-0.18043703	0.23575558	-0.23202296	-0.097163975	-0.2665876	-0.08788487	-0.007855169	0.31512696	0.25124267	0.30135313	-0.10218489	0.14438795	-0.0164128	0.24294546	0.21574429	0.12734455	0.39713344	-0.049428277	0.36294812	-0.04545953	0.20597509	0.15973821
